Category,Team/All_Teams,Place,Player,Record,Team,Year
Receiving Yards,24,22,1521,26,24,2017
Receiving Yards,24,23,974,26,24,2018
Receiving Yards,24,24,1963,12,24,2017
Receiving Yards,24,25,1693,6,24,2018
Yards per Reception,24,0,1029,1529,24,2018
Yards per Reception,24,1,848,1444,24,2017
Yards per Reception,24,2,1424,1242,24,2018
Yards per Reception,24,3,848,1155,24,2018
Yards per Reception,24,4,1521,1139,24,2018
Yards per Reception,24,5,1029,1051,24,2017
Yards per Reception,24,6,1332,1014,24,2017
Yards per Reception,24,7,597,798,24,2017
Yards per Reception,24,8,222,783,24,2017
Receiving Touchdowns,24,0,848,9,24,2018
Receiving Touchdowns,24,1,1332,5,24,2017
Receiving Touchdowns,24,2,1521,5,24,2018
Receiving Touchdowns,24,3,1029,3,24,2017
Receiving Touchdowns,24,4,1495,3,24,2018
Receiving Touchdowns,24,5,222,2,24,2017
Receiving Touchdowns,24,6,284,2,24,2017
Receiving Touchdowns,24,7,848,2,24,2017
Receiving Touchdowns,24,8,284,2,24,2018
Receiving Touchdowns,24,9,759,2,24,2018
Receiving Touchdowns,24,10,1029,2,24,2018
Receiving Touchdowns,24,11,1424,2,24,2018
Receiving Touchdowns,24,12,597,1,24,2017
Receiving Touchdowns,24,13,1334,1,24,2017
Receiving Touchdowns,24,14,1424,1,24,2017
Receiving Touchdowns,24,15,232,1,24,2018
Receiving Touchdowns,24,16,827,1,24,2018
Targeted Passes,24,0,848,110,24,2018
Targeted Passes,24,1,1029,109,24,2017
Targeted Passes,24,2,1332,90,24,2017
Targeted Passes,24,3,1424,90,24,2018
Targeted Passes,24,4,1521,82,24,2018
Targeted Passes,24,5,848,78,24,2017
Targeted Passes,24,6,222,75,24,2017
Targeted Passes,24,7,1029,66,24,2018
Targeted Passes,24,8,597,64,24,2017
Targeted Passes,24,9,284,40,24,2017
Targeted Passes,24,10,1424,40,24,2017
Targeted Passes,24,11,759,40,24,2018
Targeted Passes,24,12,1495,40,24,2018
Targeted Passes,24,13,827,36,24,2018
Targeted Passes,24,14,1084,35,24,2017
Targeted Passes,24,15,284,27,24,2018
Targeted Passes,24,16,232,18,24,2018
Targeted Passes,24,17,1495,16,24,2017
Targeted Passes,24,18,1334,14,24,2017
Targeted Passes,24,19,974,8,24,2018
Targeted Passes,24,20,3338,6,24,2018
Targeted Passes,24,21,1521,5,24,2017
Targeted Passes,24,22,1963,5,24,2017
Targeted Passes,24,23,426,4,24,2018
Targeted Passes,24,24,1693,2,24,2017
Targeted Passes,24,25,1693,1,24,2018
Passes Dropped,24,0,1424,9,24,2018
Passes Dropped,24,1,1332,7,24,2017
Passes Dropped,24,2,222,5,24,2017
Passes Dropped,24,3,1029,5,24,2017
Passes Dropped,24,4,848,4,24,2017
Passes Dropped,24,5,1084,4,24,2017
Passes Dropped,24,6,848,4,24,2018
Passes Dropped,24,7,284,3,24,2017
Passes Dropped,24,8,1029,3,24,2018
Passes Dropped,24,9,1424,2,24,2017
Passes Dropped,24,10,1495,2,24,2018
Passes Dropped,24,11,1521,1,24,2017
Passes Dropped,24,12,1693,1,24,2017
Passes Dropped,24,13,1963,1,24,2017
Passes Dropped,24,14,232,1,24,2018
Passes Dropped,24,15,284,1,24,2018
Passes Dropped,24,16,759,1,24,2018
Passes Dropped,24,17,827,1,24,2018
Passes Dropped,24,18,1521,1,24,2018
100 Yards Receiving,24,0,848,3,24,2017
100 Yards Receiving,24,1,1029,2,24,2017
100 Yards Receiving,24,2,1332,2,24,2017
100 Yards Receiving,24,3,848,2,24,2018
100 Yards Receiving,24,4,1521,2,24,2018
100 Yards Receiving,24,5,759,1,24,2018
100 Yards Receiving,24,6,1424,1,24,2018
Interceptions,24,0,942,5,24,2018
Interceptions,24,1,267,4,24,2018
Interceptions,24,2,506,3,24,2017
Interceptions,24,3,942,3,24,2017
Interceptions,24,4,1579,3,24,2017
Interceptions,24,5,1579,3,24,2018
Interceptions,24,6,142,2,24,2018
Interceptions,24,7,210,2,24,2018
Interceptions,24,8,358,2,24,2018
Interceptions,24,9,506,2,24,2018
Interceptions,24,10,210,1,24,2017
Interceptions,24,11,258,1,24,2018
Interceptions,24,12,544,1,24,2018
Pass Defense Percentage,24,0,1579,855,24,2017
Pass Defense Percentage,24,1,267,826,24,2018
Pass Defense Percentage,24,2,942,820,24,2018
Pass Defense Percentage,24,3,210,819,24,2018
Pass Defense Percentage,24,4,358,816,24,2018
Pass Defense Percentage,24,5,210,807,24,2017
Pass Defense Percentage,24,6,942,807,24,2017
Pass Defense Percentage,24,7,1579,804,24,2018
Pass Defense Percentage,24,8,267,781,24,2017
Pass Defense Percentage,24,9,358,780,24,2017
Pass Defense Percentage,24,10,611,764,24,2017
Pass Defense Percentage,24,11,460,722,24,2017
Tackles,24,0,3846,108,24,2018
Tackles,24,1,506,97,24,2017
Tackles,24,2,506,96,24,2018
Tackles,24,3,210,75,24,2017
Tackles,24,4,210,70,24,2018
Tackles,24,5,374,69,24,2017
Tackles,24,6,566,58,24,2017
Tackles,24,7,267,57,24,2018
Tackles,24,8,1579,50,24,2018
Tackles,24,9,637,47,24,2017
Tackles,24,10,267,43,24,2017
Tackles,24,11,942,41,24,2017
Tackles,24,12,1579,40,24,2017
Tackles,24,13,358,38,24,2017
Tackles,24,14,142,36,24,2018
Tackles,24,15,942,35,24,2018
Tackles,24,16,611,34,24,2017
Tackles,24,17,637,34,24,2018
Tackles,24,18,96,32,24,2017
Tackles,24,19,358,31,24,2018
Tackles,24,20,1679,31,24,2018
Tackles,24,21,1375,30,24,2017
Tackles,24,22,138,28,24,2017
Tackles,24,23,544,27,24,2018
Tackles,24,24,460,26,24,2017
Tackles,24,25,96,25,24,2018
Tackles,24,26,751,25,24,2018
Tackles,24,27,1361,20,24,2018
Tackles,24,28,258,19,24,2018
Tackles,24,29,3839,19,24,2018
Tackles,24,30,862,15,24,2017
Tackles,24,31,906,13,24,2017
Tackles,24,32,1600,11,24,2017
Tackles,24,33,864,10,24,2017
Tackles,24,34,460,10,24,2018
Tackles,24,35,1600,10,24,2018
Tackles,24,36,752,9,24,2018
Tackles,24,37,3911,6,24,2018
Tackles,24,38,824,5,24,2017
Tackles,24,39,1029,4,24,2017
Tackles,24,40,1679,4,24,2017
Tackles,24,41,374,3,24,2018
Tackles,24,42,1029,3,24,2018
Tackles,24,43,1521,3,24,2018
Tackles,24,44,2197,3,24,2018
Tackles,24,45,513,2,24,2017
Tackles,24,46,937,2,24,2017
Tackles,24,47,759,2,24,2018
Tackles,24,48,519,1,24,2017
Tackles,24,49,597,1,24,2017
Tackles,24,50,1033,1,24,2017
Tackles,24,51,1332,1,24,2017
Tackles,24,52,1353,1,24,2017
Tackles,24,53,1521,1,24,2017
Tackles,24,54,83,1,24,2018
Tackles,24,55,284,1,24,2018
Tackles,24,56,513,1,24,2018
Tackles,24,57,719,1,24,2018
Tackles,24,58,827,1,24,2018
Tackles,24,59,848,1,24,2018
Tackles,24,60,1424,1,24,2018
Tackles,24,61,2755,1,24,2018
Tackles,24,62,3910,1,24,2018
Assists,24,0,506,33,24,2017
Assists,24,1,3846,27,24,2018
Assists,24,2,210,25,24,2018
Assists,24,3,210,22,24,2017
Assists,24,4,374,21,24,2017
Assists,24,5,637,21,24,2018
Assists,24,6,1579,20,24,2018
Assists,24,7,506,19,24,2018
Assists,24,8,1375,18,24,2017
Assists,24,9,358,17,24,2017
Assists,24,10,637,17,24,2017
Assists,24,11,1579,17,24,2017
Assists,24,12,138,16,24,2017
Assists,24,13,267,16,24,2018
Assists,24,14,942,14,24,2017
Assists,24,15,358,14,24,2018
Assists,24,16,544,14,24,2018
Assists,24,17,566,12,24,2017
Assists,24,18,460,11,24,2017
Assists,24,19,611,11,24,2017
Assists,24,20,751,11,24,2018
Assists,24,21,96,10,24,2017
Assists,24,22,267,10,24,2017
Assists,24,23,1361,10,24,2018
Assists,24,24,258,8,24,2018
Assists,24,25,942,8,24,2018
Assists,24,26,1600,7,24,2017
Assists,24,27,862,5,24,2017
Assists,24,28,96,5,24,2018
Assists,24,29,752,5,24,2018
Assists,24,30,142,4,24,2018
Assists,24,31,1600,4,24,2018
Assists,24,32,1679,4,24,2018
Assists,24,33,1679,3,24,2017
Assists,24,34,3839,3,24,2018
Assists,24,35,864,2,24,2017
Assists,24,36,937,2,24,2017
Assists,24,37,460,2,24,2018
Assists,24,38,906,1,24,2017
Assists,24,39,374,1,24,2018
Assists,24,40,3911,1,24,2018
Sacks,24,0,751,100,24,2018
Sacks,24,1,138,80,24,2017
Sacks,24,2,3846,75,24,2018
Sacks,24,3,637,65,24,2017
Sacks,24,4,637,60,24,2018
Sacks,24,5,96,55,24,2018
Sacks,24,6,96,50,24,2017
Sacks,24,7,1375,45,24,2017
Sacks,24,8,1361,40,24,2018
Sacks,24,9,862,35,24,2017
Sacks,24,10,1679,35,24,2018
Sacks,24,11,3839,35,24,2018
Sacks,24,12,506,30,24,2017
Sacks,24,13,374,20,24,2017
Sacks,24,14,566,20,24,2017
Sacks,24,15,906,10,24,2017
Sacks,24,16,210,10,24,2018
Sacks,24,17,506,10,24,2018
Sacks,24,18,2197,10,24,2018
Sacks,24,19,864,5,24,2017
Sacks,24,20,937,5,24,2017
Sacks,24,21,1679,5,24,2017
Sacks,24,22,142,5,24,2018
Hurries,24,0,138,21,24,2017
Hurries,24,1,637,16,24,2017
Hurries,24,2,96,15,24,2017
Hurries,24,3,637,13,24,2018
Hurries,24,4,1375,12,24,2017
Hurries,24,5,751,11,24,2018
Hurries,24,6,1361,11,24,2018
Hurries,24,7,96,10,24,2018
Hurries,24,8,752,7,24,2018
Hurries,24,9,862,3,24,2017
Hurries,24,10,937,3,24,2017
Hurries,24,11,506,3,24,2018
Hurries,24,12,1679,3,24,2018
Hurries,24,13,2197,3,24,2018
Hurries,24,14,506,2,24,2017
Hurries,24,15,566,2,24,2017
Hurries,24,16,864,2,24,2017
Hurries,24,17,906,2,24,2017
Hurries,24,18,142,2,24,2018
Hurries,24,19,358,1,24,2017
Hurries,24,20,374,1,24,2017
Hurries,24,21,374,1,24,2018
Hurries,24,22,460,1,24,2018
Hurries,24,23,3846,1,24,2018
Blocked Passes,24,0,96,7,24,2017
Blocked Passes,24,1,637,3,24,2017
Blocked Passes,24,2,1375,3,24,2017
Blocked Passes,24,3,637,3,24,2018
Blocked Passes,24,4,138,2,24,2017
Blocked Passes,24,5,506,2,24,2017
Blocked Passes,24,6,566,2,24,2017
Blocked Passes,24,7,142,2,24,2018
Blocked Passes,24,8,751,2,24,2018
Blocked Passes,24,9,1361,2,24,2018
Blocked Passes,24,10,862,1,24,2017
Blocked Passes,24,11,864,1,24,2017
Blocked Passes,24,12,83,1,24,2018
Blocked Passes,24,13,506,1,24,2018
Blocked Passes,24,14,752,1,24,2018
Blocked Passes,24,15,1679,1,24,2018
Field Goals,24,0,70,31,24,2018
Field Goals,24,1,508,25,24,2017
Key Run Blocks,24,0,719,47,24,2018
Key Run Blocks,24,1,587,43,24,2017
Key Run Blocks,24,2,719,36,24,2017
Key Run Blocks,24,3,67,29,24,2018
Key Run Blocks,24,4,2755,23,24,2018
Key Run Blocks,24,5,519,17,24,2017
Key Run Blocks,24,6,1353,15,24,2018
Key Run Blocks,24,7,1748,15,24,2018
Key Run Blocks,24,8,665,14,24,2017
Key Run Blocks,24,9,2755,14,24,2017
Key Run Blocks,24,10,981,8,24,2017
Key Run Blocks,24,11,1353,5,24,2017
Key Run Blocks,24,12,222,2,24,2017
Key Run Blocks,24,13,426,1,24,2018
Key Run Blocks,24,14,759,1,24,2018
Key Run Blocks,24,15,1424,1,24,2018
Key Run Blocks,24,16,3338,1,24,2018
Key Run Opportunities,24,0,719,123,24,2018
Key Run Opportunities,24,1,587,112,24,2017
Key Run Opportunities,24,2,719,112,24,2017
Key Run Opportunities,24,3,67,90,24,2018
Key Run Opportunities,24,4,2755,74,24,2018
Key Run Opportunities,24,5,1748,56,24,2018
Key Run Opportunities,24,6,1353,51,24,2018
Key Run Opportunities,24,7,519,46,24,2017
Key Run Opportunities,24,8,665,42,24,2017
Key Run Opportunities,24,9,2755,33,24,2017
Key Run Opportunities,24,10,981,28,24,2017
Key Run Opportunities,24,11,1353,21,24,2017
Key Run Opportunities,24,12,222,5,24,2017
Key Run Opportunities,24,13,2009,5,24,2017
Key Run Opportunities,24,14,759,5,24,2018
Key Run Opportunities,24,15,1424,5,24,2018
Key Run Opportunities,24,16,1724,3,24,2018
Key Run Opportunities,24,17,426,2,24,2018
Key Run Opportunities,24,18,3338,2,24,2018
Key Run Opportunities,24,19,3597,2,24,2018
Key Run Opportunities,24,20,1424,1,24,2017
Pancake Blocks,24,0,587,14,24,2017
Pancake Blocks,24,1,719,7,24,2018
Pancake Blocks,24,2,719,5,24,2017
Pancake Blocks,24,3,67,2,24,2018
Passes Defensed,24,0,1579,13,24,2018
Passes Defensed,24,1,1579,12,24,2017
Passes Defensed,24,2,506,11,24,2017
Passes Defensed,24,3,210,11,24,2018
Passes Defensed,24,4,942,10,24,2017
Passes Defensed,24,5,506,9,24,2018
Passes Defensed,24,6,3846,9,24,2018
Passes Defensed,24,7,358,8,24,2017
Passes Defensed,24,8,267,8,24,2018
Passes Defensed,24,9,210,7,24,2017
Passes Defensed,24,10,358,7,24,2018
Passes Defensed,24,11,374,4,24,2017
Passes Defensed,24,12,142,4,24,2018
Passes Defensed,24,13,942,4,24,2018
Passes Defensed,24,14,267,3,24,2017
Passes Defensed,24,15,3911,3,24,2018
Passes Defensed,24,16,460,2,24,2017
Passes Defensed,24,17,566,2,24,2017
Passes Defensed,24,18,611,2,24,2017
Passes Defensed,24,19,1600,2,24,2017
Passes Defensed,24,20,460,2,24,2018
Passes Defensed,24,21,544,2,24,2018
Passes Defensed,24,22,1600,2,24,2018
Passes Defensed,24,23,96,1,24,2017
Passes Defensed,24,24,637,1,24,2017
Passes Defensed,24,25,824,1,24,2017
Passes Defensed,24,26,96,1,24,2018
Passes Defensed,24,27,258,1,24,2018
Passes Defensed,24,28,751,1,24,2018
Passes Defensed,24,29,752,1,24,2018
Passes Defensed,24,30,1361,1,24,2018
Passes Defensed,24,31,3839,1,24,2018
Punt Return Yards,24,0,1332,230,24,2017
Punt Return Yards,24,1,3910,125,24,2018
Punt Return Yards,24,2,267,73,24,2018
Punt Return Yards,24,3,210,28,24,2018
Punt Return Yards,24,4,258,16,24,2018
Punt Return TDs,24,0,1332,1,24,2017
Punt Return TDs,24,1,3910,1,24,2018
Kickoff Return Yards,24,0,1579,604,24,2018
Kickoff Return Yards,24,1,1579,236,24,2017
Kickoff Return Yards,24,2,824,233,24,2017
Kickoff Return Yards,24,3,848,111,24,2018
Kickoff Return TDs,24,0,1579,1,24,2017
Points Scored,24,0,70,139,24,2018
Points Scored,24,1,508,112,24,2017
Points Scored,24,2,848,60,24,2018
Points Scored,24,3,827,48,24,2018
Points Scored,24,4,597,42,24,2017
Points Scored,24,5,1084,42,24,2017
Points Scored,24,6,1495,42,24,2018
Points Scored,24,7,1332,36,24,2017
Points Scored,24,8,1521,30,24,2018
Points Scored,24,9,513,24,24,2017
Points Scored,24,10,232,24,24,2018
Points Scored,24,11,848,18,24,2017
Points Scored,24,12,1029,18,24,2017
Points Scored,24,13,513,18,24,2018
Points Scored,24,14,759,14,24,2018
Points Scored,24,15,222,12,24,2017
Points Scored,24,16,284,12,24,2017
Points Scored,24,17,284,12,24,2018
Points Scored,24,18,1029,12,24,2018
Points Scored,24,19,1424,12,24,2018
Points Scored,24,20,862,6,24,2017
Points Scored,24,21,942,6,24,2017
Points Scored,24,22,1334,6,24,2017
Points Scored,24,23,1424,6,24,2017
Points Scored,24,24,1579,6,24,2017
Points Scored,24,25,210,6,24,2018
Points Scored,24,26,267,6,24,2018
Points Scored,24,27,1579,6,24,2018
Points Scored,24,28,3910,6,24,2018
Yards from Scrimmage,24,0,597,1252,24,2017
Yards from Scrimmage,24,1,848,971,24,2018
Yards from Scrimmage,24,2,1495,802,24,2018
Yards from Scrimmage,24,3,848,785,24,2017
Yards from Scrimmage,24,4,1029,746,24,2017
Yards from Scrimmage,24,5,1084,728,24,2017
Yards from Scrimmage,24,6,827,723,24,2018
Yards from Scrimmage,24,7,1521,708,24,2018
Yards from Scrimmage,24,8,1424,646,24,2018
Yards from Scrimmage,24,9,1332,640,24,2017
Yards from Scrimmage,24,10,1029,634,24,2018
Yards from Scrimmage,24,11,513,499,24,2017
Yards from Scrimmage,24,12,513,475,24,2018
Yards from Scrimmage,24,13,759,382,24,2018
Yards from Scrimmage,24,14,222,368,24,2017
Yards from Scrimmage,24,15,232,340,24,2018
Yards from Scrimmage,24,16,284,306,24,2017
Yards from Scrimmage,24,17,284,263,24,2018
Yards from Scrimmage,24,18,1424,223,24,2017
Yards from Scrimmage,24,19,1334,158,24,2017
Yards from Scrimmage,24,20,1495,106,24,2017
Yards from Scrimmage,24,21,1693,51,24,2017
Yards from Scrimmage,24,22,3338,45,24,2018
Yards from Scrimmage,24,23,426,43,24,2018
Yards from Scrimmage,24,24,1521,33,24,2017
Yards from Scrimmage,24,25,974,26,24,2018
Yards from Scrimmage,24,26,2372,24,24,2018
Yards from Scrimmage,24,27,1963,12,24,2017
Yards from Scrimmage,24,28,1693,6,24,2018
All-Purpose Yards,24,0,597,1252,24,2017
All-Purpose Yards,24,1,848,1082,24,2018
All-Purpose Yards,24,2,1332,870,24,2017
All-Purpose Yards,24,3,1495,802,24,2018
All-Purpose Yards,24,4,848,785,24,2017
All-Purpose Yards,24,5,1029,746,24,2017
All-Purpose Yards,24,6,1084,728,24,2017
All-Purpose Yards,24,7,827,723,24,2018
All-Purpose Yards,24,8,1521,708,24,2018
All-Purpose Yards,24,9,1424,646,24,2018
All-Purpose Yards,24,10,1029,634,24,2018
All-Purpose Yards,24,11,1579,632,24,2018
All-Purpose Yards,24,12,513,499,24,2017
All-Purpose Yards,24,13,513,475,24,2018
All-Purpose Yards,24,14,759,382,24,2018
All-Purpose Yards,24,15,222,368,24,2017
All-Purpose Yards,24,16,232,340,24,2018
All-Purpose Yards,24,17,284,306,24,2017
All-Purpose Yards,24,18,284,263,24,2018
All-Purpose Yards,24,19,1579,236,24,2017
All-Purpose Yards,24,20,824,233,24,2017
All-Purpose Yards,24,21,1424,233,24,2017
All-Purpose Yards,24,22,267,171,24,2018
All-Purpose Yards,24,23,1334,158,24,2017
All-Purpose Yards,24,24,3910,125,24,2018
All-Purpose Yards,24,25,1495,106,24,2017
All-Purpose Yards,24,26,210,86,24,2018
All-Purpose Yards,24,27,942,75,24,2017
All-Purpose Yards,24,28,942,66,24,2018
All-Purpose Yards,24,29,1693,51,24,2017
All-Purpose Yards,24,30,3338,45,24,2018
All-Purpose Yards,24,31,426,43,24,2018
All-Purpose Yards,24,32,1521,33,24,2017
All-Purpose Yards,24,33,506,32,24,2017
All-Purpose Yards,24,34,506,31,24,2018
All-Purpose Yards,24,35,974,26,24,2018
All-Purpose Yards,24,36,1361,24,24,2018
All-Purpose Yards,24,37,2372,24,24,2018
All-Purpose Yards,24,38,258,16,24,2018
All-Purpose Yards,24,39,374,15,24,2017
All-Purpose Yards,24,40,751,13,24,2018
All-Purpose Yards,24,41,1963,12,24,2017
All-Purpose Yards,24,42,210,10,24,2017
All-Purpose Yards,24,43,1693,6,24,2018
All-Purpose Yards,24,44,358,5,24,2018
All-Purpose Yards,24,45,1600,4,24,2018
Quarterback Rating,25,0,112,869,25,2018
Quarterback Rating,25,1,156,831,25,2017
Pass Attempts,25,0,112,434,25,2018
Pass Attempts,25,1,156,422,25,2017
Pass Attempts,25,2,1470,139,25,2017
Pass Attempts,25,3,1470,111,25,2018
Pass Completions,25,0,112,273,25,2018
Pass Completions,25,1,156,256,25,2017
Pass Completions,25,2,1470,83,25,2017
Pass Completions,25,3,1470,63,25,2018
Completion Percentage,25,0,112,629,25,2018
Completion Percentage,25,1,156,607,25,2017
Passing Yards,25,0,112,3290,25,2018
Passing Yards,25,1,156,2823,25,2017
Passing Yards,25,2,1470,936,25,2017
Passing Yards,25,3,1470,699,25,2018
Yards per Pass Attempt,25,0,112,758,25,2018
Yards per Pass Attempt,25,1,156,669,25,2017
Passing Touchdowns,25,0,112,16,25,2018
Passing Touchdowns,25,1,156,12,25,2017
Passing Touchdowns,25,2,1470,6,25,2017
Passing Touchdowns,25,3,1470,4,25,2018
Times Sacked,25,0,156,28,25,2017
Times Sacked,25,1,112,25,25,2018
Times Sacked,25,2,1470,14,25,2017
Times Sacked,25,3,1470,8,25,2018
300 Yards Passing,25,0,112,2,25,2018
Rushing Attempts,25,0,786,313,25,2018
Rushing Attempts,25,1,786,239,25,2017
Rushing Attempts,25,2,1481,63,25,2017
Rushing Attempts,25,3,156,25,25,2017
Rushing Attempts,25,4,112,24,25,2018
Rushing Attempts,25,5,591,19,25,2018
Rushing Attempts,25,6,1470,18,25,2017
Rushing Attempts,25,7,1470,17,25,2018
Rushing Attempts,25,8,1481,15,25,2018
Rushing Attempts,25,9,571,4,25,2017
Rushing Attempts,25,10,640,4,25,2018
Rushing Attempts,25,11,640,3,25,2017
Rushing Attempts,25,12,571,3,25,2018
Rushing Attempts,25,13,107,1,25,2018
Rushing Attempts,25,14,1177,1,25,2018
Rushing Yards,25,0,786,1375,25,2018
Rushing Yards,25,1,786,1071,25,2017
Rushing Yards,25,2,1481,271,25,2017
Rushing Yards,25,3,112,109,25,2018
Rushing Yards,25,4,1470,108,25,2018
Rushing Yards,25,5,156,70,25,2017
Rushing Yards,25,6,1470,69,25,2017
Rushing Yards,25,7,591,29,25,2018
Rushing Yards,25,8,640,27,25,2017
Rushing Yards,25,9,1481,19,25,2018
Rushing Yards,25,10,640,15,25,2018
Rushing Yards,25,11,571,12,25,2017
Rushing Yards,25,12,571,5,25,2018
Rushing Yards,25,13,107,1,25,2018
Rushing Yards,25,14,1177,1,25,2018
Yards per Carry,25,0,786,448,25,2017
Yards per Carry,25,1,786,439,25,2018
Rushing Touchdowns,25,0,786,14,25,2018
Rushing Touchdowns,25,1,786,12,25,2017
Rushing Touchdowns,25,2,1470,1,25,2017
Rushing Touchdowns,25,3,1481,1,25,2017
Rushing Touchdowns,25,4,112,1,25,2018
Rushing Touchdowns,25,5,591,1,25,2018
Rushing Touchdowns,25,6,1481,1,25,2018
100 Yards Rushing,25,0,786,4,25,2017
100 Yards Rushing,25,1,786,4,25,2018
Receptions,25,0,571,84,25,2018
Receptions,25,1,571,77,25,2017
Receptions,25,2,107,75,25,2017
Receptions,25,3,107,61,25,2018
Receptions,25,4,640,46,25,2018
Receptions,25,5,398,43,25,2017
Receptions,25,6,640,40,25,2017
Receptions,25,7,786,40,25,2018
Receptions,25,8,786,39,25,2017
Receptions,25,9,1644,34,25,2018
Receptions,25,10,398,29,25,2018
Receptions,25,11,1644,26,25,2017
Receptions,25,12,1481,21,25,2017
Receptions,25,13,1481,16,25,2018
Receptions,25,14,1177,12,25,2018
Receptions,25,15,591,9,25,2017
Receptions,25,16,591,7,25,2018
Receptions,25,17,1177,4,25,2017
Receptions,25,18,1475,4,25,2018
Receptions,25,19,1477,3,25,2017
Receptions,25,20,1477,2,25,2018
Receptions,25,21,253,1,25,2017
Receptions,25,22,1475,1,25,2017
Receptions,25,23,1962,1,25,2018
Receiving Yards,25,0,571,1109,25,2018
Receiving Yards,25,1,571,1016,25,2017
Receiving Yards,25,2,107,837,25,2017
Receiving Yards,25,3,107,743,25,2018
Receiving Yards,25,4,640,619,25,2018
Receiving Yards,25,5,398,585,25,2017
Receiving Yards,25,6,786,440,25,2018
Receiving Yards,25,7,640,373,25,2017
Receiving Yards,25,8,786,344,25,2017
Receiving Yards,25,9,398,342,25,2018
Receiving Yards,25,10,1644,332,25,2018
Receiving Yards,25,11,1644,255,25,2017
Receiving Yards,25,12,1177,152,25,2018
Receiving Yards,25,13,1481,135,25,2017
Receiving Yards,25,14,591,115,25,2017
Receiving Yards,25,15,1481,87,25,2018
Receiving Yards,25,16,591,71,25,2018
Receiving Yards,25,17,1177,58,25,2017
Receiving Yards,25,18,1475,56,25,2018
Receiving Yards,25,19,1477,33,25,2017
Receiving Yards,25,20,1477,30,25,2018
Receiving Yards,25,21,1962,8,25,2018
Receiving Yards,25,22,1475,5,25,2017
Receiving Yards,25,23,253,3,25,2017
Yards per Reception,25,0,398,1360,25,2017
Yards per Reception,25,1,640,1346,25,2018
Yards per Reception,25,2,571,1320,25,2018
Yards per Reception,25,3,571,1319,25,2017
Yards per Reception,25,4,107,1218,25,2018
Yards per Reception,25,5,107,1116,25,2017
Yards per Reception,25,6,786,1100,25,2018
Yards per Reception,25,7,1644,976,25,2018
Yards per Reception,25,8,640,933,25,2017
Yards per Reception,25,9,786,882,25,2017
Receiving Touchdowns,25,0,571,5,25,2018
Receiving Touchdowns,25,1,571,4,25,2017
Receiving Touchdowns,25,2,786,4,25,2017
Receiving Touchdowns,25,3,640,4,25,2018
Receiving Touchdowns,25,4,786,4,25,2018
Receiving Touchdowns,25,5,107,3,25,2017
Receiving Touchdowns,25,6,1481,3,25,2017
Receiving Touchdowns,25,7,640,2,25,2017
Receiving Touchdowns,25,8,107,2,25,2018
Receiving Touchdowns,25,9,398,2,25,2018
Receiving Touchdowns,25,10,398,1,25,2017
Receiving Touchdowns,25,11,1644,1,25,2017
Receiving Touchdowns,25,12,1177,1,25,2018
Receiving Touchdowns,25,13,1475,1,25,2018
Receiving Touchdowns,25,14,1644,1,25,2018
Targeted Passes,25,0,571,144,25,2018
Targeted Passes,25,1,571,142,25,2017
